mean_x_acc,std_x_acc,mean_y_acc,std_y_acc,mean_z_acc,std_z_acc,rms_acc,SMA_acc,mean_x_gyro,std_x_gyro,mean_y_gyro,std_y_gyro,mean_z_gyro,std_z_gyro,corr_xy_acc,mag_mean_acc,mag_std_acc,activity,participant,recording_id,dominant_freq,spectral_energy,spectral_entropy
-0.5771562941519062,2.1398496536926372,1.0970777251274,5.470831036967919,0.07923187122752548,2.5132298797574184,6.493389981374423,7.7136360429058515,-1.1251080329950391,5.378239016832527,0.3522435484135775,1.1029579394533837,-1.4904278768616879,4.972751167861387,0.3024431226358033,5.805510434138937,2.915934743174121,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_1,3.5,169203.23078406954,5.001496312770956
-0.04936457283356305,1.3850463531149908,1.6659994572805017,5.6575077656174475,-0.03310324929739885,2.291685523870229,6.462257274834094,7.183481841138123,0.10707853207015919,4.987529564589517,-0.03535734916678484,0.7276549821703708,-0.15957967819656674,2.7944696388098933,0.10467282542394457,5.7318987200317455,2.9917988655160492,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_1,3.5,178119.82818470043,4.664762769637657
-0.5385383059632766,1.4068653999165643,0.9514589877258398,5.802716711123237,-0.26208517661553765,2.585128502992686,6.586804901303215,7.463560678847363,0.1969971569908476,5.12979993265344,-0.47324771877547905,1.2788729591027732,-0.06963135782867873,4.467563532559862,0.20061003057719015,5.880181488036744,2.9755223308334413,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_1,3.5,176189.0930187881,4.74493413430068
-0.6318168629543444,1.2404822973483445,0.014145521191276931,6.2221521189013345,0.26707972491761556,2.7108342078879657,6.9163073001325435,7.988975289012911,-0.091527129596795,5.662924311074622,-0.33895310325143746,1.2914606073836667,0.12025504893990069,4.369492801560782,0.17660432131136186,6.227658864018849,3.016132793564672,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_1,3.5,181031.3869190502,4.484940374989333
-0.49326379822231986,0.9995881922580997,0.07557497152347928,6.063894342989014,-0.34516590584086154,1.787089895368722,6.413035419941293,7.2511655873598,0.02028290052701861,4.250443307026036,0.07797731754125667,0.49450813887288453,0.32818537670687564,2.4694518912070786,0.3940353817918547,5.755113546011909,2.8365332670014385,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_1,3.5,160112.33744353685,4.813000240375475
-0.6220069115622271,1.025905616108558,1.0208878523821838,5.64756972430622,-0.7276300662810847,1.3497922372291442,6.046004300381993,6.806593904041589,0.005583171402985663,3.160020270851848,-0.06016872796035458,0.4525347919012781,0.04283399107756365,2.5869323790245122,0.444832817898028,5.392887089144313,2.740160440590844,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_1,3.5,149413.58369764223,5.071983479165453
-0.6634464175174951,1.5151584996103984,0.9663932628427097,5.825138668023283,-0.4970080440015711,1.6842181140530703,6.3631994969002275,7.373654373116697,-0.004264706063293255,3.976932036870398,-0.28387283452217443,1.1653788596516579,-0.10092002826102295,2.8376954552438276,0.4505564331237506,5.713451454313815,2.80823990667068,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_1,3.5,156935.23766601845,4.533292701370858
-0.5373253935885475,1.6145452640453564,0.6477614211606191,5.243096301602381,-1.147738173591568,2.1605355116105316,6.0511587024506435,7.25895762331877,-0.3018999775521008,4.1961952099608535,0.4645131434404008,1.1325920661185191,0.30432570223479594,3.8930118837023793,0.4439887824002052,5.3570759736760305,2.821001400035485,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_10,3.5,158365.07658041877,5.1044880116601385
-0.638491000897724,1.67518069214077,1.9019697206261503,5.5850694755965264,-0.7812395916192592,2.7445563556369565,6.779355187538774,7.992515012285437,0.5280751104542982,5.7803203871616144,0.29324230256187206,1.6926027618644712,0.18749133916957011,3.468635928991184,0.5636244498028071,6.057106447742651,3.052491895712458,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_10,3.5,185421.96391258034,4.647033699087098
-0.6301930642724473,1.4342737299681843,0.49440075687264345,5.559283786555356,-1.1473299408708773,2.7854446040819223,6.517347082919829,7.895249617738252,0.5622895857431852,5.895991632361932,0.13194988280546774,1.6874269938303592,0.03527933073128711,3.543422403753191,0.5346553076166934,5.872090544773781,2.834526119979529,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_10,3.5,159880.52799384377,5.072899535219198
-0.3494380529373825,1.5369008766672327,0.9223730538797699,5.734031610247222,-1.630756453137409,2.836252751141308,6.833837174734491,8.174888158460803,0.7734945885242857,7.342157100884503,0.025699845586368005,1.3023598623320198,2.331035542989463,11.239890026710137,0.4520639914278087,6.112842932594425,3.0629052802843,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_10,3.5,186689.32705630746,4.764433550521705
0.48676514297574114,1.4244279235985877,2.0448899769218825,6.227629297224701,-1.5131910633598205,3.0370434991471393,7.516254208800421,8.702769433442448,0.7191492639147136,7.082731855097366,-0.06456466738777811,1.2390270638981733,2.6056603005277754,11.273935443514727,0.31350492738171576,6.740813437051681,3.333326697540496,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_10,3.5,221109.751988281,4.804272959049492
0.27049362884111205,1.000866111579239,1.438369869091657,5.751964038642578,-1.204847365643785,2.498019168006387,6.612036016366765,7.46373946202933,0.42026833526276275,3.98476370779612,0.08140890322054999,0.9699401397357285,0.34748082729872737,3.535806709589567,0.3802047156093463,5.838338176411283,3.111468108230021,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_10,3.5,192656.532485591,4.666086917644276
-1.0104951424773803,1.6546152991153833,0.5956700913382317,4.856138470911381,-1.921693540611712,2.1422305675717013,5.985254286484243,7.574244737817712,0.26228217365449735,4.22355184833839,0.37286636661981487,1.1596103540254528,0.22410247014940837,3.7573703074447318,0.6294803135564105,5.385536823770537,2.6179246822433684,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_2,3.5,136385.21120715406,4.814887365871327
-0.9375391466580322,1.7447549154251716,2.13604215911507,5.431426315874036,-1.7856900284738686,1.718187056312906,6.629448641740427,7.858867112081818,0.1590290737171835,5.396588479693016,0.6316058141930708,1.3592667798747804,0.5450223014688198,3.854731274980704,0.634704895878962,5.804804237741082,3.2101968591270102,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_2,3.5,205073.46890759462,5.066058368511406
-1.0871868793616166,1.8269209442824754,3.365285002790399,5.919460860632327,-2.4762359967584917,2.0407440089185114,7.808229302077492,9.392659762913611,2.255566169901163,9.162452493090145,1.3091865542826358,3.7859886519879287,1.4154431431820078,5.086659942665197,0.36869672355469624,6.873826320694709,3.7132056267974956,jumping,Jean-Pierre,Jean-Pierre_jumping_jumping_2,3.5,274378.3490802176,4.47073944492087
