x_acc_mean,x_acc_std,x_acc_var,x_acc_max,x_acc_min,x_acc_energy,x_acc_dominant_freq,x_acc_spectral_energy,y_acc_mean,y_acc_std,y_acc_var,y_acc_max,y_acc_min,y_acc_energy,y_acc_dominant_freq,y_acc_spectral_energy,z_acc_mean,z_acc_std,z_acc_var,z_acc_max,z_acc_min,z_acc_energy,z_acc_dominant_freq,z_acc_spectral_energy,x_gyro_mean,x_gyro_std,x_gyro_var,x_gyro_max,x_gyro_min,x_gyro_energy,y_gyro_mean,y_gyro_std,y_gyro_var,y_gyro_max,y_gyro_min,y_gyro_energy,z_gyro_mean,z_gyro_std,z_gyro_var,z_gyro_max,z_gyro_min,z_gyro_energy,acc_sma,gyro_sma,acc_corr_xy,acc_corr_xz,acc_corr_yz,gyro_corr_xy,gyro_corr_xz,gyro_corr_yz,participant,activity,recording_id,predicted_activity
-0.3102062666416168,1.8875044591564796,3.5626730833355937,3.4857568740844727,-4.992287635803223,3.658901011199323,1,36589.01011199324,7.115483283996582e-05,1.2421617434104566,1.5429657967925052,2.5591421127319336,-1.9532829523086548,1.5429658018555152,2,15429.658018555152,0.3486824083328247,3.067007891946284,9.406537409260787,8.139780044555664,-5.482215881347656,9.528116831141569,2,95281.16831141568,-0.0797083528107032,0.4007528459718559,0.160602843554542,0.5423523783683777,-1.2835094928741455,0.1669562650623375,-0.0408049244526773,0.3297750066699104,0.1087515550241394,0.7617966532707214,-0.6880271434783936,0.1104165968837281,-0.1967062571132555,0.3081788536222126,0.0949742058199011,0.5351617932319641,-0.8486156463623047,0.1336675574074073,4.962708172798156,0.8440989303169772,0.041374139875254,0.2490666461948207,0.3197533018558283,-0.0671037059213403,-0.3606286590479166,0.2032526835301866,Marion,jumping,jumping_1,jumping
0.18099365234375,1.3246251524857824,1.7546317945979824,2.946040153503418,-2.66193962097168,1.7873904967867125,1,17873.904967867125,-0.0668589806556701,0.7138964307486027,0.5096481138355945,1.5673604011535645,-1.2177634239196775,0.5141182371299098,2,5141.182371299099,0.0202451753616333,2.089968041160716,4.36796641307316,5.595644950866699,-3.5884909629821777,4.368376280198584,3,43683.76280198583,0.1073199860472232,0.4145632384819776,0.171862678700665,0.9492830634117126,-1.121589422225952,0.1833802581058413,-0.1604553359048441,0.2554334010100972,0.0652462223515851,0.2760364413261413,-0.5751091837882996,0.0909921371719215,-0.3362877530604601,0.1903789658097119,0.0362441506227754,0.0270310640335083,-0.692021906375885,0.1493336034812284,3.36742456972599,0.9194903009058908,-0.3369647957065327,-0.1876693321355237,0.1456678023479994,-0.1630725660425863,-0.7799571819214824,0.5011496383478924,Marion,jumping,jumping_1,jumping
0.6278148864209652,1.3641389340020953,1.860875031260373,3.3775174617767334,-1.7111749649047852,2.255026562872142,1,22550.265628721423,-0.1078244757652282,0.5439959610161724,0.295931605601909,1.3015613555908203,-1.2177634239196775,0.3075577231759553,1,3075.577231759554,0.0478741836547851,2.2701362574160027,5.153518627234735,5.2318925857543945,-3.5884909629821777,5.155810564695348,2,51558.10564695349,0.1247583505604416,0.3097362614805379,0.0959365516759401,0.9492830634117126,-0.4813660085201263,0.1115011977105022,0.0291615922423079,0.2824402397041632,0.0797724890041452,0.5380913019180298,-0.5719134211540222,0.0806228874662518,0.0680011055711656,0.4439551249297857,0.1970961529514216,0.7375619411468506,-0.692021906375885,0.2017203033103224,3.613333890587092,0.890781445899047,-0.1055876856880366,0.5401644619391276,0.0891348785042412,-0.0068570458726574,-0.2442402401179492,0.6962937166243143,Marion,jumping,jumping_1,jumping
-0.3554479490220547,1.5645528686465902,2.447825678790274,3.3775174617767334,-2.111405372619629,2.57416892325426,1,25741.6892325426,-0.1174129629135131,0.5215281499769208,0.2719916112183495,1.2379209995269775,-1.682864546775818,0.2857774150784795,3,2857.7741507847954,0.1997687196731567,2.773137219736657,7.690290039488758,6.751412391662598,-5.142309665679932,7.73019758084861,3,77301.9758084861,0.0517345276847481,0.3652486367779208,0.1334065666681295,0.679771363735199,-1.2100063562393188,0.1360830280228935,0.167709780796431,0.2217735971479028,0.0491835283919203,0.5380913019180298,-0.3876228034496307,0.0773100989667072,0.1778723973874002,0.3777608735399894,0.1427032775776958,0.7375619411468506,-0.4214449226856231,0.1743418673300371,4.01032314106822,0.8706532882107422,-0.3207805643858852,0.4098710168256256,-0.5283707419664135,0.2425152227251217,0.1202609941476421,0.0837329336549072,Marion,jumping,jumping_1,jumping
-0.5288369816541671,1.0529680233977488,1.108741658298162,1.5307369232177734,-2.111405372619629,1.388410211463252,0,13884.102114632522,-0.0615705132484436,0.7514902039545182,0.5647375266396033,1.86792516708374,-1.682864546775818,0.5685284547412801,5,5685.284547412801,-0.0992561864852905,2.629063450954324,6.911974629143859,6.751412391662598,-5.142309665679932,6.921826419699462,2,69218.26419699463,-0.1019830167712643,0.4592861700491805,0.2109437859984447,0.679771363735199,-1.2100063562393188,0.2213443217082127,-0.0105301316687837,0.3009982870469065,0.0905999688051719,0.4667186439037323,-0.6507429480552673,0.0907108524781338,-0.0935887371562421,0.2738521965388154,0.0749950255491339,0.5926860570907593,-0.4214449226856231,0.0837538772716341,3.735076889395714,0.8595772105176002,-0.3771725212021104,-0.201858301333856,-0.3600359577541261,0.4521024615945578,-0.3629781603562187,-0.5394300066239356,Marion,jumping,jumping_1,jumping
0.594032219350338,1.16956856361035,1.3678906249855778,3.62016487121582,-1.4731645584106443,1.720764902611866,0,17207.64902611866,-0.1465958642959594,0.68416713606072,0.4680846700655277,1.86792516708374,-1.6023871898651123,0.4895750174942071,2,4895.750174942072,0.053807029724121,2.0975449756286224,4.399694924784878,3.9616546630859375,-4.04628324508667,4.402590121232611,2,44025.90121232613,-0.1645352963590994,0.4562090817472389,0.2081267262686589,0.7980156540870667,-1.0587389469146729,0.2351985900166356,-0.2022349748853594,0.358591616308121,0.1285879472864706,0.346343845129013,-1.2046799659729004,0.1694869323533526,-0.1318317028763704,0.279749617876034,0.078259848701787,0.3892207145690918,-0.6259755492210388,0.0956394465850706,3.36993773072958,0.990697848603595,-0.0887005153529761,-0.0710901340911343,0.0568118835568068,0.6470311277711817,-0.1365420391719023,0.0462755014039284,Marion,jumping,jumping_1,jumping
0.5234997260570526,1.3689166176880965,1.8739327061826183,3.62016487121582,-1.7506718635559082,2.147984669364427,1,21479.846693644275,-0.0843830800056457,0.6012256097538967,0.3614722338239449,1.1865293979644775,-1.6264735460281372,0.3685927380151841,2,3685.927380151842,0.0921275568008422,2.2408655141195437,5.021478252370246,5.587765693664551,-4.04628324508667,5.029965739092338,2,50299.65739092337,-0.0085806976491585,0.3706530398540107,0.1373836759530189,0.7980156540870667,-0.7519429922103882,0.1374573043251651,0.0366717030853033,0.4331257018595328,0.1875978736113129,0.7628619074821472,-1.2046799659729004,0.1889426874184894,-0.0116699645086191,0.3107847514631816,0.0965871617420315,0.4041343927383423,-0.6259755492210388,0.096723349813664,3.534843616485596,0.8866322432202287,-0.227300287193398,0.5453454108016945,-0.2089542972751331,0.5006303137947657,0.3253756230561885,0.5820502155494532,Marion,jumping,jumping_1,jumping
-0.6673454561829567,1.2439131929778706,1.5473200316644011,2.657996416091919,-2.5372884273529053,1.9926699895524396,0,19926.699895524394,0.08892009973526,0.635430474548474,0.4037718879848989,1.4153773784637451,-1.6264735460281372,0.4116786721218275,2,4116.786721218276,0.3371168518066406,2.458287805469781,6.043178934521435,5.587765693664551,-5.094200134277344,6.156826706293455,2,61568.26706293455,0.014855101336725,0.2581517542565622,0.0666423282257405,0.4869586527347564,-0.7263766527175903,0.0668630022614648,0.1443165930628311,0.3166069039372249,0.1002399316207151,0.7628619074821472,-0.5474123358726501,0.1210672106539779,0.1053066371404565,0.2031692911818398,0.0412777608793312,0.4041343927383423,-0.3937480747699737,0.052367248705163,3.9276737841963767,0.6539919802511577,-0.434229760315224,0.2971180071742651,-0.0588943487614846,0.1669004993196647,-0.1318896158899185,0.0825598383995899,Marion,jumping,jumping_1,jumping
-1.293275611102581,1.1880718706977995,1.4115147699433694,0.7096231579780579,-4.992287635803223,3.084076576216124,0,30840.76576216124,-0.1931466734409332,0.9980052786772208,0.9960145362675972,2.298638343811035,-1.9532829523086548,1.0333201737288955,2,10333.201737288951,0.1927983665466308,2.999838154446956,8.99902895287572,7.584157943725586,-5.482215881347656,9.036200163018773,3,90362.00163018772,0.0073876029765233,0.402650147894029,0.1621271415990834,0.604137659072876,-1.2835094928741455,0.1621817182768222,0.0659557974059134,0.3431709173453703,0.1177662785116629,0.7617966532707214,-0.6880271434783936,0.1221164457231128,0.0785259099514223,0.4205923158763002,0.1768978961741894,0.6629934310913086,-0.8486156463623047,0.1830642147078883,4.560021288096904,0.9434720488567836,-0.3667989944844939,-0.0136448671151711,0.212186774515592,-0.1191554557844933,0.0591528619809068,0.5200711136700535,Marion,jumping,jumping_1,jumping
0.7541265174001456,0.8403182493333563,0.7061347601626767,3.189096450805664,-0.817041277885437,1.2748415644087487,0,12748.415644087485,0.0721912026405334,1.0469879725527285,1.0961838146700729,2.773255109786988,-1.6807820796966553,1.1013953844087592,2,11013.953844087591,-0.0715319871902465,2.66064074723304,7.079009185836787,6.146520614624023,-4.79906702041626,7.0841260110281725,2,70841.26011028174,0.0763740787073038,0.4161943500608532,0.173217737022576,0.6978808641433716,-1.0022798776626587,0.1790507369209655,-0.0497637908253818,0.3510223180362812,0.1232166677595641,0.658466100692749,-0.7476819157600403,0.1256931026368765,-0.0963690751435933,0.3773348116489798,0.142381560082171,0.5351617932319641,-1.0584726333618164,0.1516685587262026,3.812061120197177,0.951208524411195,0.1063172913883097,0.416031321840325,0.3240886988432691,0.2079459585141499,-0.2296999692928763,0.0276377578502959,Marion,jumping,jumping_1,jumping
0.2736342379450798,1.4495275877035634,2.101130227513712,3.4028122425079346,-2.778308153152466,2.1760059236894955,1,21760.05923689496,-0.029833219051361,1.1393126310470434,1.2980332712633365,2.773255109786988,-1.6807820796966553,1.298923292222303,2,12989.232922223027,0.1570299196243286,2.7369374771916224,7.490826754056044,6.146520614624023,-4.79906702041626,7.515485149713266,2,75154.85149713265,0.0364160409408214,0.4390176906385482,0.192736532693604,0.6978808641433716,-1.0022798776626587,0.1940626607314076,0.0500833690818399,0.3487541682963355,0.1216294699040687,0.658466100692749,-0.7593998312950134,0.1241378137626565,-0.1213175497780321,0.4100652844612135,0.1681535375202559,0.4371575713157654,-1.0584726333618164,0.1828714854044012,4.311577399075032,1.0466561465624544,-0.1254714288877529,0.4436950694558658,0.1710498235437882,0.0679157830085595,-0.2880714856268687,-0.0003871338079458,Marion,jumping,jumping_1,jumping
