x_acc_mean,x_acc_std,x_acc_var,x_acc_max,x_acc_min,x_acc_energy,x_acc_dominant_freq,x_acc_spectral_energy,y_acc_mean,y_acc_std,y_acc_var,y_acc_max,y_acc_min,y_acc_energy,y_acc_dominant_freq,y_acc_spectral_energy,z_acc_mean,z_acc_std,z_acc_var,z_acc_max,z_acc_min,z_acc_energy,z_acc_dominant_freq,z_acc_spectral_energy,x_gyro_mean,x_gyro_std,x_gyro_var,x_gyro_max,x_gyro_min,x_gyro_energy,y_gyro_mean,y_gyro_std,y_gyro_var,y_gyro_max,y_gyro_min,y_gyro_energy,z_gyro_mean,z_gyro_std,z_gyro_var,z_gyro_max,z_gyro_min,z_gyro_energy,acc_sma,gyro_sma,acc_corr_xy,acc_corr_xz,acc_corr_yz,gyro_corr_xy,gyro_corr_xz,gyro_corr_yz,participant,activity,recording_id
-0.013272340206895035,0.036075055778754014,0.0013014096494402133,0.0120636820793151,-0.1761626005172729,0.001477564664007776,1,14.775646640077756,0.060252513885498044,0.41698573815550316,0.17387710582508983,1.118699073791504,-0.939523696899414,0.17750747125461203,2,1775.0747125461203,-0.022028238535858686,0.06698115393705713,0.0044864749827397445,0.1712830066680908,-0.2223455905914306,0.004971718275732436,1,49.71718275732435,-0.21942194579634816,0.6141481881878241,0.3771779970543871,0.547809362411499,-2.0424036979675293,0.4253239873514427,0.08059387168381363,0.10691578500879982,0.011430985084047905,0.3680905997753143,-0.0481912493705749,0.01792635723703492,0.023139786352403477,0.3213827963801928,0.10328690180915245,0.6303468346595764,-0.7444349527359009,0.10382235152158735,0.37211493815062563,0.6741156889451667,0.40524318523041286,0.5086712970086058,0.835125788205183,0.18640173864645646,-0.22339032281277066,-0.4102954154715815,Jean-Pierre,walking,walking_1
0.0011883806600235284,0.020300728490015237,0.0004121195772253164,0.0395310521125793,-0.0465480089187622,0.0004135318258184344,1,4.135318258184344,0.1374320411682129,0.4145539722721963,0.1718549959266569,0.8123922348022461,-0.662571907043457,0.19074256186631827,2,1907.4256186631833,-0.01892662277910858,0.07898518313149767,0.006238659154316225,0.0721180438995361,-0.2259840965270996,0.006596876204138897,1,65.96876204138897,-0.1645238659158349,1.2993069569697386,1.688198568429962,2.930214166641236,-2.1741974353790283,1.7152666708858533,0.015383923901244989,0.2397074228181976,0.05745964855414216,0.3680905997753143,-0.5595243573188782,0.05769631366874146,-0.002281763171777138,0.3882535116812611,0.15074078933283114,0.6650924682617188,-0.7444349527359009,0.15074599577600326,0.41220321024535217,1.5116769179701806,0.7654921664700353,0.8624376956754121,0.81783128496856,-0.22068317790186212,-0.1297648234652137,-0.6547446334341115,Jean-Pierre,walking,walking_1
0.0008348268549889361,0.017260055912221024,0.00029790953009299593,0.0395310521125793,-0.0348908305168151,0.00029860646597080673,1,2.9860646597080667,-0.02793614387512207,0.38749681273493075,0.15015377987973,0.7595663070678711,-0.5951099395751953,0.1509342080143415,2,1509.3420801434154,-0.03376302883028984,0.0741650839480552,0.005500459677022074,0.0721180438995361,-0.2259840965270996,0.0066404017928170566,0,66.40401792817057,0.18661728143692016,1.431410591127034,2.0489362803906452,2.930214166641236,-2.1741974353790283,2.0837622901215527,0.003546450398862362,0.27728426323847155,0.07688656263970199,0.5189212560653687,-0.5595243573188782,0.07689913995013357,-0.07340246247127652,0.4213878281401889,0.17756770170470537,0.6650924682617188,-0.8739656209945679,0.18295562320155248,0.4005089865345507,1.8372687090002,0.6848752011180125,0.7470568460852416,0.874479612950428,0.18495586214905,-0.21641656276787438,-0.7597880538154089,Jean-Pierre,walking,walking_1
-0.004324672549264496,0.01390743876104135,0.0001934168528921154,0.0242757201194763,-0.0327849090099334,0.00021211964555047737,2,2.1211964555047733,-0.11477686882019043,0.46753699513736463,0.21859084182207614,0.8085088729858398,-0.7368497848510742,0.23176457143824336,1,2317.6457143824337,-0.0466973480582237,0.07082481161104341,0.005016153939739789,0.0828179121017456,-0.1935324668884277,0.007196796255410678,0,71.96796255410679,-0.15496812976896762,1.1814170046568642,1.3957461388923968,2.420212507247925,-2.2588648796081543,1.4197612601364886,0.13127988279331476,0.22194518080511055,0.04925966328261322,0.5189212560653687,-0.3290849924087524,0.06649407090883966,-0.07526621182914824,0.3975735047940332,0.15806469171421114,0.5711062550544739,-0.8739656209945679,0.16372969435732138,0.49994923145626674,1.5369759920425714,-0.6971606815641712,-0.5550058101041137,0.9029596258246373,0.692275683523333,-0.45618513765793234,-0.6036476888886209,Jean-Pierre,walking,walking_1
0.00021008090930990216,0.029257111114341643,0.0008559785507569333,0.0619544982910156,-0.0535590648651123,0.0008560226847453897,2,8.560226847453896,0.019731054306030272,0.5715571900390639,0.3266776214853506,0.8943347930908203,-0.7444133758544922,0.3270669359893782,2,3270.6693598937823,-0.02834290012717247,0.09651945014415038,0.009316004256129131,0.1165729761123657,-0.1935324668884277,0.010119324243748005,2,101.19324243748005,-0.22430496476590633,1.3303095940885286,1.7697236161239858,2.608451128005981,-2.338207483291626,1.8200363333426202,0.0339708360331133,0.21495845201308927,0.0462071360918636,0.5102680921554565,-0.4303930997848511,0.04736115379265227,0.05415524961892516,0.35288626626708686,0.12452871691992534,0.865445613861084,-0.7624068260192871,0.12746150798121345,0.6079336133238393,1.5745092493854462,0.3696668220049946,0.45373610549794285,0.9245063024296827,0.19639265337690404,0.16562128457900605,-0.6122033912049646,Jean-Pierre,walking,walking_1
-0.0009854810778051652,0.03115879802010427,0.0009708706940576538,0.0619544982910156,-0.0535590648651123,0.0009718418670123657,1,9.71841867012366,0.2130135726928711,0.6634618123902103,0.4401815765001026,1.4503116607666016,-0.7444133758544922,0.4855563586514836,1,4855.563586514837,-0.011117670834064487,0.0980995843077465,0.009623528441352662,0.1299853324890136,-0.1822617053985595,0.009747131046127271,1,97.47131046127272,0.2082900244742632,1.2450949028960747,1.5502613172177857,2.608451128005981,-2.338207483291626,1.5936460515132744,-0.015671473518013953,0.20852211592503514,0.0434814728298538,0.3912543654441833,-0.4303930997848511,0.04372706791207961,-0.006219600234180689,0.5169163707466679,0.2672025343459065,1.1000118255615234,-1.430694341659546,0.2672412177729795,0.6940757725480944,1.6653697268478573,0.8216936850287583,0.8821574196891019,0.895910037282652,0.25320508758079746,0.14813879930286986,-0.8419089263294369,Jean-Pierre,walking,walking_1
0.0053212115634232605,0.02092538991416746,0.0004378719430599412,0.0524629354476928,-0.033039391040802,0.0004661872355626506,1,4.661872355626505,0.07847775459289551,0.6288362715080945,0.39543505636420195,1.4503116607666016,-0.7530879974365234,0.40159381433014457,2,4015.938143301447,-0.03573768585920333,0.09995664495893186,0.009991330871445958,0.1299853324890136,-0.2355711460113525,0.011268513062017064,2,112.68513062017064,0.17718670554459096,1.1749075957976944,1.3804078586631185,2.9105117321014404,-1.7585811614990234,1.4118029872848639,0.02221323685720562,0.1832852293756578,0.03359347530728749,0.3912543654441833,-0.3292181193828583,0.034086903198961814,-0.00607582788914442,0.5030548019281346,0.25306413374295467,1.1000118255615234,-1.430694341659546,0.2531010494274932,0.5953136104997246,1.5275187924690545,0.20481681389052633,0.04108164919294509,0.8681921599464412,0.1780200879260227,0.1827099412207696,-0.8783261136402132,Jean-Pierre,walking,walking_1
0.005634014662355172,0.036999972531070895,0.0013689979673000008,0.0684592723846435,-0.0665690898895263,0.001400740088515634,2,14.007400885156338,-0.15543234825134278,0.531302206176856,0.2822820342883943,0.8132925033569336,-0.9380674362182616,0.30644124917132104,1,3064.4124917132103,-0.04204612761735915,0.08063738500014885,0.0065023878596622295,0.0540829896926879,-0.2355711460113525,0.008270264707277484,1,82.70264707277485,0.022833599511068316,1.1241780274091615,1.2637762373095536,2.9105117321014404,-1.7585811614990234,1.2642976105761854,-0.06522858563810587,0.15909115186275588,0.025309994601018456,0.3221624791622162,-0.457816869020462,0.02956476298536616,0.057709683440625666,0.45067262896181287,0.20310581849535186,0.9887193441390992,-1.1161199808120728,0.20643622605816908,0.5724383520148695,1.3698508695024065,0.6548357312462121,0.07067501196785998,0.7223067400024005,0.2646843497967324,0.09438095692491055,-0.7735357628674251,Jean-Pierre,walking,walking_1
0.0025279525946825757,0.03700942664835225,0.001369697660839766,0.0684592723846435,-0.0665690898895263,0.0013760882051607288,1,13.760882051607279,0.08857556343078614,0.6647572054401619,0.44190214218461366,1.198099136352539,-0.9380674362182616,0.4497477726216948,1,4497.477726216947,-0.006057669930160037,0.053594578982606125,0.0028723788963228064,0.1010829210281372,-0.1405048370361328,0.0029090742613055716,2,29.09074261305571,0.003333447712939229,0.9273686362328991,0.8600125874684672,0.9714130759239196,-2.861388683319092,0.8600236993421224,0.04595741232857107,0.26011159760424146,0.06765804320823082,0.6495168805122375,-0.457816869020462,0.06977012695616913,-0.06403578408062457,0.5658838428229884,0.32022452356811265,1.072321891784668,-1.3195348978042605,0.32432510521093305,0.6713338489178566,1.376310100152623,0.6767273521317752,0.4612473685737773,0.7949447743494523,0.5115951095909298,-0.46566650527290093,-0.7994434066507924,Jean-Pierre,walking,walking_1
0.007804008843377215,0.013760865497403385,0.00018936141923762688,0.0379406213760376,-0.0196734368801116,0.00025026397326513675,0,2.5026397326513665,0.13301085472106933,0.5513286708710058,0.30396330332438987,1.198099136352539,-0.7601051330566406,0.32165519079801924,1,3216.551907980193,-0.024235162567347278,0.07755245399957164,0.006014383121355676,0.1010829210281372,-0.214111328125,0.006601726226021429,2,66.0172622602143,0.027277314588427543,1.3170465258680992,1.7346115513012297,2.655843734741211,-2.861388683319092,1.7353556031923854,0.08469678639434278,0.23213970889347355,0.05388884444514664,0.6495168805122375,-0.481513112783432,0.06106239007067558,0.022969389474019407,0.49032782187318097,0.24042137290289786,1.072321891784668,-1.3195348978042605,0.240948965755707,0.5301050170976668,1.609185658376664,0.18529228063948816,0.014394573943368431,0.8027235262961088,0.4010282090532792,-0.3219115829562089,-0.8966801117225951,Jean-Pierre,walking,walking_1
